,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,expired contract,Years Playing
3889,201447,S. Lletget,25,United States,72,74,LA Galaxy,3800.0,6.0,Right,1.0,4.0,RCM,2015,2022-01-01,5.833333333333333,165.0,6000.0,si,0
3890,208615,C. Jullien,25,France,72,76,Toulouse Football Club,3400.0,17.0,Right,2.0,2.0,LCB,2016,2021-01-01,6.416666666666667,194.0,7000.0,si,0
3891,240359,O. Alderete,21,Paraguay,72,82,Club Atlético Huracán,4400.0,8.0,Left,1.0,2.0,CB,2018,2022-01-01,6.166666666666667,170.0,7500.0,si,0
3892,242664,A. Saelemaekers,19,Belgium,72,84,RSC Anderlecht,5500.0,7.0,Right,1.0,3.0,RB,2017,2022-01-01,5.75,146.0,9400.0,si,0
3893,177896,M. Vrančić,29,Bosnia Herzegovina,72,72,Norwich City,3000.0,21.0,Left,1.0,3.0,CM,2017,2020-01-01,6.166666666666667,172.0,5700.0,si,0
3894,207593,J. Uronen,23,Finland,72,77,KRC Genk,3500.0,9.0,Left,1.0,3.0,LB,2016,2019-01-01,5.833333333333333,163.0,5500.0,si,0
3895,238569,K. Schindler,24,Ghana,72,75,Holstein Kiel,3900.0,9.0,Right,1.0,3.0,RS,2016,2019-01-01,5.916666666666667,170.0,6400.0,si,0
3896,202986,Sin Jin Ho,29,Korea Republic,72,72,FC Seoul,3000.0,7.0,Right,1.0,3.0,LCM,2016,2022-01-01,5.833333333333333,159.0,3700.0,si,0
3897,227562,L. Haraslín,22,Slovakia,72,80,Lechia Gdańsk,4600.0,6.0,Left,1.0,4.0,LM,2015,2020-01-01,6.0,157.0,7100.0,si,0
3899,233195,X. Schlager,20,Austria,72,83,FC Red Bull Salzburg,5500.0,18.0,Left,1.0,3.0,LCM,2015,2021-01-01,5.75,161.0,9400.0,si,0
3900,182763,N. Jelavić,32,Croatia,72,72,Guizhou Hengfeng FC,2500.0,13.0,Right,2.0,3.0,RS,2018,2020-01-01,6.166666666666667,194.0,5300.0,si,0
3901,206316,T. Ben Haim,28,Israel,72,72,Sparta Praha,3100.0,1.0,Right,1.0,3.0,LM,2017,2021-01-01,5.916666666666667,165.0,6900.0,si,0
3902,208364,Clinton Mata,25,Angola,72,73,Club Brugge KV,3700.0,15.0,Right,1.0,3.0,RM,2018,2022-01-01,5.916666666666667,159.0,5800.0,si,0
3903,169708,S. Hutchinson,28,England,72,72,Sheffield Wednesday,2500.0,20.0,Right,1.0,2.0,CDM,2014,2020-01-01,6.0,161.0,4800.0,si,0
3904,185068,J. Russell,28,Scotland,72,72,Sporting Kansas City,3100.0,7.0,Left,1.0,3.0,RW,2018,2020-01-01,5.833333333333333,168.0,4700.0,si,0
3905,216814,S. Uçan,24,Turkey,72,77,Empoli,4100.0,35.0,Right,1.0,3.0,CM,2016,2019-06-30,6.0,143.0,4585.06080634501,si,0
3906,199663,Renato Neto,26,Brazil,72,73,KAA Gent,3600.0,15.0,Right,1.0,3.0,CM,2014,2019-01-01,6.083333333333333,183.0,5700.0,si,0
3907,202223,J. Meram,29,Iraq,72,72,Columbus Crew SC,3000.0,7.0,Right,1.0,3.0,LM,2018,2022-01-01,6.083333333333333,165.0,4600.0,si,0
3908,229359,Jorge Miramón,29,Spain,72,72,SD Huesca,2400.0,16.0,Right,1.0,3.0,RB,2018,2019-01-01,5.75,163.0,5200.0,si,0
3909,231919,A. Murgia,21,Italy,72,78,Lazio,4200.0,22.0,Right,1.0,3.0,CM,2013,2022-01-01,6.083333333333333,172.0,8100.0,si,0
3910,196848,I. Ávila,27,Peru,72,72,Monarcas Morelia,3300.0,9.0,Right,1.0,3.0,ST,2018,2019-01-01,5.5,150.0,5600.0,si,0
3911,188400,T. Kaminski,25,Belgium,72,75,KV Kortrijk,2800.0,8.0,Right,1.0,1.0,GK,2016,2020-01-01,6.25,176.0,4300.0,si,0
3912,198641,K. Zohore,24,Denmark,72,77,Cardiff City,4200.0,30.0,Left,1.0,3.0,ST,2016,2020-01-01,6.333333333333333,212.0,8800.0,si,0
3913,205553,L. Ceppitelli,28,Italy,72,73,Cagliari,2800.0,21.0,Right,1.0,2.0,LCB,2014,2020-01-01,6.166666666666667,183.0,5000.0,si,0
3914,177137,Nuno Coelho,30,Portugal,72,72,Os Belenenses,2300.0,5.0,Right,1.0,2.0,CDM,2018,2021-01-01,6.0,168.0,4800.0,si,0
3915,178417,C. Mulgrew,32,Scotland,72,72,Blackburn Rovers,1800.0,27.0,Left,1.0,2.0,CB,2016,2021-01-01,6.25,183.0,3400.0,si,0
3916,207858,D. Dwyer,27,United States,72,72,Orlando City SC,3300.0,7.0,Left,1.0,3.0,ST,2017,2020-01-01,5.75,174.0,5000.0,si,0
3917,167666,J. Carrizo,34,Argentina,72,72,Monterrey,1300.0,22.0,Right,2.0,1.0,GK,2017,2019-01-01,6.166666666666667,192.0,2100.0,si,0
3918,178418,F. Peluso,34,Italy,72,72,Sassuolo,875.0,30.0,Left,2.0,2.0,LB,2014,2020-01-01,6.166666666666667,181.0,1500.0,si,0
3919,189938,M. van der Werff,29,Netherlands,72,72,Vitesse,2400.0,11.0,Right,1.0,2.0,RCB,2015,2019-01-01,6.083333333333333,181.0,3600.0,si,0
3920,214515,M. Piedrahita,33,Colombia,72,72,Junior FC,1200.0,3.0,Right,1.0,3.0,RB,2017,2023-01-01,5.75,174.0,1700.0,no,6
3921,214771,V. Ayala,30,Paraguay,72,72,Gimnasia y Esgrima La Plata,2900.0,11.0,Right,1.0,3.0,CM,2018,2019-01-01,5.833333333333333,154.0,4300.0,si,0
3922,237043,R. Alvarado,19,Mexico,72,79,Cruz Azul,4200.0,9.0,Left,1.0,3.0,CAM,2018,2018-01-01,5.75,154.0,8100.0,si,0
3923,241907,D. Rossi,20,Uruguay,72,83,Los Angeles FC,5500.0,5.0,Right,1.0,4.0,LW,2017,2020-01-01,5.583333333333333,150.0,9400.0,si,0
3924,193267,F. Pisacane,32,Italy,72,72,Cagliari,1800.0,20.0,Right,1.0,2.0,CB,2015,2019-01-01,5.833333333333333,170.0,3000.0,si,0
3925,198900,U. Ćosić,25,Serbia,72,76,AEK Athens,3400.0,1.0,Right,1.0,2.0,CB,2017,2020-01-01,6.166666666666667,170.0,7700.0,si,0
3926,199412,Sebá,26,Brazil,72,73,Chongqing Dangdai Lifan FC SWM Team,3700.0,9.0,Left,1.0,3.0,LW,2018,2021-01-01,5.833333333333333,161.0,8100.0,si,0
3927,214004,D. Peralta,33,Colombia,72,72,Once Caldas,1300.0,3.0,Right,1.0,2.0,RCB,2017,2023-01-01,6.166666666666667,185.0,1700.0,no,6
3928,236532,R. Koch,21,Germany,72,80,SC Freiburg,4000.0,11.0,Right,1.0,2.0,LDM,2017,2021-01-01,6.333333333333333,187.0,8000.0,si,0
3929,212469,A. Ghazal,26,Egypt,72,75,Vancouver Whitecaps FC,3200.0,6.0,Right,1.0,3.0,CDM,2017,2019-01-01,6.166666666666667,185.0,5100.0,si,0
3930,164853,A. Federici,33,Australia,72,72,Stoke City,1600.0,22.0,Right,1.0,1.0,GK,2018,2020-01-01,6.166666666666667,198.0,3000.0,si,0
3931,204278,David Simón,28,Spain,72,72,Deportivo de La Coruña,2500.0,8.0,Right,1.0,3.0,RB,2018,2020-01-01,5.75,150.0,3900.0,si,0
3932,221174,M. Oršić,25,Croatia,72,74,Dinamo Zagreb,3800.0,1.0,Right,2.0,3.0,LM,2018,2022-01-01,5.833333333333333,152.0,8600.0,si,0
3933,230390,Alexandre Frandeira,30,Brazil,72,72,Sport Club do Recife,2300.0,11.0,Right,1.0,2.0,LCB,2018,2021-01-01,6.333333333333333,187.0,4400.0,si,0
3934,152567,A. Tettey,32,Norway,72,72,Norwich City,1800.0,19.0,Right,1.0,2.0,RDM,2012,2020-01-01,5.916666666666667,150.0,3400.0,si,0
3935,198904,G. Hanley,26,Scotland,72,74,Norwich City,3100.0,19.0,Right,1.0,2.0,CB,2017,2023-01-01,6.166666666666667,179.0,6200.0,no,6
3936,204280,Cristian Herrera,27,Spain,72,73,CD Lugo,3600.0,8.0,Left,1.0,3.0,LS,2017,2021-01-01,6.166666666666667,187.0,6100.0,si,0
3937,101880,R. Green,38,England,72,72,Chelsea,210.0,28.0,Right,2.0,1.0,GK,2018,2019-01-01,6.166666666666667,203.0,389.0,si,0
3938,235512,Gelson Dala,21,Angola,72,82,Rio Ave FC,5000.0,8.0,Right,1.0,4.0,ST,2016,2019-06-30,5.75,143.0,4585.06080634501,si,0
3939,232441,M. Higashiguchi,32,Japan,72,72,Gamba Osaka,1800.0,7.0,Right,1.0,1.0,GK,2014,2021-01-01,6.0,172.0,2200.0,si,0
3940,199674,Jorge Teixeira,31,Portugal,72,72,Sint-Truidense VV,2100.0,9.0,Right,1.0,2.0,CB,2017,2020-01-01,6.166666666666667,196.0,3100.0,si,0
3941,205818,R. Woods,24,England,72,77,Stoke City,3500.0,23.0,Right,1.0,3.0,CDM,2016,2019-01-01,5.666666666666667,154.0,4585.06080634501,si,0
3942,213498,S. Martinsson Ngouali,26,Gabon,72,74,Hammarby IF,3700.0,5.0,Right,1.0,3.0,LCM,2017,2019-01-01,5.75,165.0,4900.0,si,0
3944,221434,D. Villalpando,26,Mexico,72,73,Club Necaxa,3600.0,10.0,Right,1.0,3.0,CAM,2018,2023-01-01,5.666666666666667,148.0,6400.0,no,5
3945,224506,M. Šitum,26,Croatia,72,73,Dinamo Zagreb,3700.0,1.0,Right,1.0,3.0,LM,2011,2020-01-01,5.833333333333333,168.0,8300.0,si,0
3946,202491,T. Carroll,26,England,72,74,Swansea City,3700.0,21.0,Left,1.0,3.0,CM,2017,2020-01-01,5.833333333333333,146.0,7300.0,si,0
3947,167931,R. Elliot,32,Republic of Ireland,72,72,Newcastle United,1800.0,23.0,Left,1.0,1.0,GK,2011,2020-01-01,6.25,207.0,3400.0,si,0
3948,178171,Sergio Sánchez,32,Spain,72,72,Cádiz CF,1800.0,7.0,Right,1.0,2.0,RCB,2018,2020-01-01,6.083333333333333,172.0,2900.0,si,0
3949,198908,I. Cofie,26,Ghana,72,73,Real Sporting de Gijón,3600.0,8.0,Right,1.0,3.0,RDM,2018,2020-01-01,6.0,165.0,6000.0,si,0
3950,208892,S. Byram,24,England,72,75,Nottingham Forest,3300.0,37.0,Right,1.0,3.0,RB,2016,2019-06-30,6.0,159.0,4585.06080634501,si,0
3951,215292,M. Cauteruccio,31,Uruguay,72,72,Cruz Azul,2800.0,20.0,Right,1.0,3.0,ST,2017,2023-01-01,5.916666666666667,168.0,4700.0,no,6
3952,217852,K. Molino,28,Trinidad & Tobago,72,72,Minnesota United FC,3100.0,7.0,Right,1.0,3.0,CAM,2017,2019-01-01,5.666666666666667,154.0,4700.0,si,0
3953,189436,L. Ariaudo,29,Italy,72,72,Frosinone,2400.0,12.0,Left,1.0,2.0,CB,2016,2021-01-01,6.083333333333333,174.0,4300.0,si,0
3954,193276,P. Klingmann,30,Germany,72,72,SV Sandhausen,2200.0,5.0,Right,1.0,3.0,RB,2015,2020-01-01,5.916666666666667,174.0,3600.0,si,0
3955,228093,M. Thuram,20,France,72,80,En Avant de Guingamp,4600.0,12.0,Right,1.0,3.0,LM,2017,2020-01-01,6.333333333333333,194.0,10200.0,si,0
3956,167933,Y. Cahuzac,33,France,72,72,Toulouse Football Club,1300.0,18.0,Right,1.0,2.0,LDM,2017,2019-01-01,5.833333333333333,154.0,2500.0,si,0
3957,172285,Elustondo,31,Spain,72,72,Rayo Vallecano,2700.0,14.0,Right,1.0,3.0,CM,2018,2019-01-01,6.0,174.0,5900.0,si,0
3958,54013,S. Downing,33,England,72,72,Middlesbrough,1900.0,36.0,Left,2.0,3.0,RW,2015,2019-01-01,5.916666666666667,141.0,3600.0,si,0
3959,188157,L. Immers,32,Netherlands,72,72,ADO Den Haag,2400.0,8.0,Right,1.0,2.0,RCM,2017,2019-01-01,6.166666666666667,172.0,3500.0,si,0
3960,215294,C. Menéndez,30,Argentina,72,72,Tiburones Rojos de Veracruz,3000.0,8.0,Right,1.0,3.0,ST,2017,2023-01-01,6.083333333333333,176.0,5000.0,no,6
3961,233982,Vágner Corraldo,30,Brazil,72,72,Atlético Paranaense,2200.0,10.0,Left,1.0,3.0,LB,2018,2021-01-01,5.75,154.0,4300.0,si,0
3962,171774,Luso,33,Spain,72,72,CF Rayo Majadahonda,1300.0,5.0,Right,1.0,2.0,LCB,2018,2019-01-01,6.0,165.0,2000.0,si,0
3963,193278,C. Mavinga,27,DR Congo,72,73,Toronto FC,2900.0,6.0,Left,1.0,3.0,LCB,2017,2018-01-01,6.083333333333333,172.0,4600.0,si,0
3964,220671,F. Melchiorri,31,Italy,72,72,Perugia,2800.0,4.0,Right,1.0,3.0,LS,2018,2020-01-01,6.0,168.0,4300.0,si,0
3965,192767,T. Doumbia,28,Mali,72,72,Dinamo Zagreb,2500.0,1.0,Right,1.0,3.0,CDM,2017,2019-01-01,6.333333333333333,183.0,5500.0,si,0
3966,210688,A. Trondsen,23,Norway,71,80,Rosenborg BK,3600.0,5.0,Left,1.0,3.0,LCM,2017,2021-01-01,6.0,172.0,5400.0,si,0
3967,222464,Sivera,21,Spain,71,78,Deportivo Alavés,2500.0,7.0,Right,1.0,1.0,GK,2017,2021-01-01,6.0,165.0,5700.0,si,0
3968,230400,Allison Sireo,30,Brazil,71,71,América FC (Minas Gerais),1800.0,10.0,Right,1.0,2.0,RCB,2018,2021-01-01,6.333333333333333,187.0,3300.0,si,0
3969,179712,Z. Stieber,29,Hungary,71,71,DC United,2300.0,6.0,Left,2.0,3.0,RM,2017,2019-01-01,5.75,148.0,3500.0,si,0
3970,204289,S. Berahino,24,Burundi,71,76,Stoke City,3200.0,25.0,Right,2.0,3.0,LW,2017,2022-01-01,5.916666666666667,181.0,6300.0,si,0
3972,239106,L. Koutris,22,Greece,71,78,Olympiacos CFP,2800.0,1.0,Left,1.0,3.0,LB,2017,2020-01-01,5.583333333333333,159.0,6700.0,si,0
3973,188674,M. Pektemek,29,Turkey,71,71,Beşiktaş JK,2400.0,31.0,Right,1.0,3.0,CF,2011,2019-01-01,6.0,159.0,4500.0,si,0
3974,213763,R. Schüller,27,Finland,71,71,Minnesota United FC,2000.0,5.0,Left,1.0,3.0,CDM,2017,2018-01-01,5.833333333333333,148.0,3000.0,si,0
3975,224003,Sergio Herrera,25,Spain,71,73,CA Osasuna,2000.0,5.0,Right,1.0,1.0,GK,2017,2021-01-01,6.333333333333333,176.0,3400.0,si,0
3976,180739,E. Kawashima,35,Japan,71,71,RC Strasbourg Alsace,550.0,6.0,Right,1.0,1.0,GK,2018,2019-01-01,6.083333333333333,163.0,1100.0,si,0
3977,201220,L. Memushaj,31,Albania,71,71,Pescara,2000.0,4.0,Right,2.0,3.0,LCM,2015,2021-01-01,5.75,154.0,3100.0,si,0
3978,215556,E. Fernandes,22,Switzerland,71,79,Fiorentina,3500.0,36.0,Right,1.0,3.0,RM,2016,2019-06-30,6.25,154.0,4585.06080634501,si,0
3979,232708,M. Valenzuela,19,Argentina,71,81,Columbus Crew SC,3200.0,5.0,Left,1.0,3.0,LB,2016,2018-12-31,5.5,146.0,4585.06080634501,si,0
3980,186116,H. Lansbury,27,England,71,71,Aston Villa,2400.0,13.0,Right,1.0,3.0,CM,2017,2021-01-01,6.083333333333333,187.0,4600.0,si,0
3981,216325,A. Gunn,22,England,71,83,Southampton,3300.0,17.0,Right,1.0,1.0,GK,2018,2023-01-01,6.416666666666667,170.0,7000.0,no,5
3982,225541,A. Kamara,23,France,71,76,Fulham,3200.0,31.0,Right,1.0,3.0,ST,2017,2021-01-01,5.833333333333333,179.0,6300.0,si,0
3983,168965,R. Riou,30,France,71,71,Sporting de Charleroi,1500.0,7.0,Right,2.0,1.0,GK,2018,2020-01-01,6.166666666666667,179.0,2300.0,si,0
3984,176389,Jung Sung Ryong,33,Korea Republic,71,71,Kawasaki Frontale,1200.0,5.0,Right,2.0,1.0,GK,2016,2019-01-01,6.25,198.0,1600.0,si,0
3985,199174,A. Caracciolo,28,Italy,71,71,Hellas Verona,1900.0,4.0,Right,1.0,2.0,RCB,2016,2020-01-01,6.083333333333333,183.0,3100.0,si,0
3986,221702,Ewandro,22,Brazil,71,80,FK Austria Wien,3600.0,14.0,Left,1.0,3.0,RM,2016,2019-06-30,5.75,148.0,4585.06080634501,si,0
3987,228614,G. Holtmann,23,Germany,71,78,1. FSV Mainz 05,3300.0,15.0,Left,1.0,3.0,LM,2016,2020-01-01,6.0,170.0,6700.0,si,0
3988,201991,Erik Morán,27,Spain,71,73,AEK Athens,2300.0,1.0,Right,1.0,3.0,CDM,2018,2021-01-01,6.166666666666667,163.0,5300.0,si,0
3989,212231,Tobias Figueiredo,24,Portugal,71,75,Nottingham Forest,2600.0,23.0,Right,1.0,2.0,RCB,2018,2022-01-01,6.166666666666667,185.0,5100.0,si,0
3990,223495,I. Rossi,24,Argentina,71,77,Club Atlético Huracán,2800.0,11.0,Left,1.0,3.0,LCM,2016,2019-06-30,6.0,168.0,4585.06080634501,si,0
3991,230407,Miltisco Paulino,30,Brazil,71,71,Santos,1800.0,11.0,Right,1.0,2.0,LCB,2018,2018-01-01,5.916666666666667,170.0,3300.0,si,0
3992,233223,P. Brlek,24,Croatia,71,76,FC Lugano,3100.0,10.0,Right,1.0,3.0,CM,2016,2019-06-30,5.916666666666667,163.0,4585.06080634501,si,0
3993,223240,G. Bettini,25,Argentina,71,74,Rosario Central,2400.0,9.0,Right,1.0,2.0,RB,2016,2019-06-30,5.583333333333333,163.0,4585.06080634501,si,0
3994,224520,R. Kent,21,England,71,82,Rangers FC,4100.0,42.0,Right,1.0,4.0,LW,2016,2019-06-30,5.666666666666667,143.0,4585.06080634501,si,0
3995,229896,Jordi Calavera,22,Spain,71,77,SD Eibar,2700.0,11.0,Right,1.0,3.0,RB,2016,2021-01-01,6.0,163.0,6300.0,si,0
3996,241672,M. Lešković,27,Croatia,71,73,Dinamo Zagreb,2300.0,1.0,Right,1.0,2.0,CB,2016,2021-01-01,6.166666666666667,190.0,5300.0,si,0
3997,188168,G. Friend,30,England,71,71,Middlesbrough,1700.0,29.0,Left,1.0,3.0,LB,2012,2020-01-01,6.166666666666667,183.0,3300.0,si,0
3998,200713,S. Aydoğdu,27,Turkey,71,71,Medipol Başakşehir FK,2400.0,16.0,Left,1.0,3.0,CM,2018,2021-01-01,5.916666666666667,159.0,4600.0,si,0
3999,177673,S. Gashi,29,Albania,71,71,Colorado Rapids,2400.0,7.0,Left,1.0,3.0,RS,2016,2019-01-01,6.0,165.0,3400.0,si,0
4000,49161,O. Deschacht,37,Belgium,71,71,Sporting Lokeren,325.0,6.0,Left,1.0,2.0,LCB,2018,2019-01-01,6.0,179.0,488.0,si,0
4001,223498,E. Cecchini,23,Argentina,71,80,Club Atlético Banfield,3200.0,6.0,Right,1.0,3.0,CDM,2016,2019-06-30,5.833333333333333,172.0,4585.06080634501,si,0
4002,211723,T. Knipping,25,Germany,71,74,SV Sandhausen,2500.0,5.0,Left,1.0,2.0,CB,2016,2019-01-01,6.166666666666667,181.0,4200.0,si,0
4003,222987,H. Yamaguchi,27,Japan,71,72,Cerezo Osaka,2200.0,6.0,Right,1.0,3.0,RCM,2016,2023-01-01,5.666666666666667,159.0,3000.0,no,7
4004,223243,V. Aguilera,29,Argentina,71,71,Club América,1800.0,33.0,Right,1.0,2.0,LCB,2018,2018-01-01,6.166666666666667,194.0,3100.0,si,0
4005,50955,J. Cavalli,36,France,71,71,AC Ajaccio,800.0,4.0,Left,1.0,3.0,CAM,2010,2019-01-01,5.583333333333333,143.0,1400.0,si,0
4006,216076,L. Pasciuti,28,Italy,71,71,Carpi,2400.0,3.0,Right,1.0,3.0,LM,2009,2023-01-01,5.666666666666667,150.0,3700.0,no,14
4007,200461,M. Makuszewski,28,Poland,71,71,Lech Poznań,2400.0,7.0,Right,1.0,3.0,RM,2016,2020-01-01,5.75,154.0,3200.0,si,0
4008,215309,L. Albertengo,27,Argentina,71,72,Estudiantes de La Plata,2800.0,14.0,Right,1.0,3.0,ST,2016,2019-06-30,5.833333333333333,161.0,4585.06080634501,si,0
4009,181006,Serginho,31,Brazil,71,71,Akhisar Belediyespor,1600.0,11.0,Right,1.0,3.0,CDM,2017,2019-01-01,5.833333333333333,154.0,3200.0,si,0
4010,207887,F. Schnellhardt,24,Germany,71,78,MSV Duisburg,3300.0,5.0,Left,1.0,3.0,CM,2014,2020-01-01,5.916666666666667,165.0,5900.0,si,0
4011,143119,M. Pavone,36,Argentina,71,71,Estudiantes de La Plata,850.0,9.0,Right,2.0,2.0,ST,2017,2019-01-01,5.916666666666667,179.0,1300.0,si,0
4012,224271,T. Goiginger,25,Austria,71,74,LASK Linz,3000.0,8.0,Right,1.0,4.0,RW,2017,2020-01-01,5.916666666666667,152.0,4500.0,si,0
4013,36111,K. Beckerman,36,United States,71,71,Real Salt Lake,325.0,4.0,Right,1.0,2.0,RCM,2007,2019-01-01,5.833333333333333,154.0,488.0,si,0
4014,16,Luis García,37,Spain,71,71,KAS Eupen,750.0,6.0,Right,1.0,3.0,RCM,2014,2019-01-01,5.833333333333333,143.0,1100.0,si,0
4015,230672,Lyanco,21,Brazil,71,80,Torino,3200.0,16.0,Right,1.0,2.0,CB,2017,2022-01-01,6.166666666666667,165.0,6100.0,si,0
4016,178448,A. Luci,33,Italy,71,71,Livorno,1400.0,3.0,Right,1.0,3.0,CM,2010,2021-01-01,5.666666666666667,150.0,2200.0,si,0
4017,245520,Luca Sangalli,23,Spain,71,79,Real Sociedad,3500.0,14.0,Right,1.0,2.0,RM,2014,2020-01-01,5.5,163.0,8000.0,si,0
4018,203537,S. Ameobi,26,England,71,72,Bolton Wanderers,2800.0,8.0,Left,1.0,4.0,CAM,2017,2020-01-01,6.333333333333333,172.0,5500.0,si,0
4019,205585,J. Price,25,England,71,74,Colorado Rapids,2500.0,5.0,Right,1.0,2.0,CDM,2018,2022-01-01,5.583333333333333,152.0,3800.0,si,0
4020,184337,Go Yo Han,30,Korea Republic,71,71,FC Seoul,2200.0,6.0,Right,1.0,3.0,RM,2005,2021-01-01,5.583333333333333,143.0,2700.0,si,0
4021,208914,O. Hawsawi,32,Saudi Arabia,71,71,Al Nassr,1400.0,21.0,Right,1.0,2.0,CB,2011,2020-01-01,6.083333333333333,168.0,2300.0,si,0
4022,189459,Jaime Romero,27,Spain,71,71,Córdoba CF,2500.0,7.0,Left,1.0,3.0,RM,2017,2020-01-01,5.75,170.0,3800.0,si,0
4023,177684,S. Grippo,29,Switzerland,71,71,Real Zaragoza,1800.0,7.0,Right,1.0,2.0,CB,2017,2020-01-01,6.166666666666667,176.0,2900.0,si,0
4024,235029,F. Chalov,20,Russia,71,83,PFC CSKA Moscow,4300.0,1.0,Right,1.0,3.0,RS,2015,2020-01-01,5.916666666666667,170.0,10300.0,si,0
4025,188949,L. Siligardi,30,Italy,71,71,Parma,2200.0,27.0,Left,1.0,3.0,RW,2017,2020-01-01,5.916666666666667,159.0,4000.0,si,0
4026,199191,D. Appiah,26,France,71,72,RSC Anderlecht,2300.0,12.0,Right,1.0,2.0,RB,2016,2021-01-01,5.75,170.0,3600.0,si,0
4027,139799,S. Silva,37,Uruguay,71,71,Gimnasia y Esgrima La Plata,850.0,8.0,Right,1.0,3.0,RS,2018,2019-01-01,6.083333333333333,176.0,1300.0,si,0
4028,199960,J. Paterson,26,England,71,72,Bristol City,2800.0,26.0,Right,1.0,3.0,LM,2016,2021-01-01,5.75,148.0,5500.0,si,0
4029,201240,T. Barkhuizen,24,England,71,74,Preston North End,3000.0,9.0,Right,1.0,3.0,RM,2017,2020-01-01,5.75,154.0,5900.0,si,0
4030,168984,I. Bangoura,33,Guinea,71,71,Al Raed,1500.0,15.0,Right,2.0,3.0,ST,2016,2020-01-01,5.75,161.0,2500.0,si,0
4031,235544,S. Memišević,24,Bosnia Herzegovina,71,74,FC Groningen,2500.0,5.0,Right,1.0,2.0,LDM,2016,2019-01-01,6.083333333333333,170.0,3900.0,si,0
4032,188696,F. Tabanou,29,France,71,71,En Avant de Guingamp,1800.0,14.0,Left,1.0,3.0,LB,2017,2019-01-01,5.833333333333333,170.0,3600.0,si,0
4033,164633,T. Hoogland,33,Germany,71,71,VfL Bochum 1848,950.0,11.0,Right,1.0,2.0,LCB,2015,2019-01-01,6.0,176.0,1500.0,si,0
4034,230681,G. Pezzella,20,Italy,71,83,Udinese,3700.0,11.0,Left,1.0,3.0,LB,2017,2022-01-01,6.166666666666667,187.0,7400.0,si,0
4035,240409,D. Kolovetsios,26,Greece,71,74,Panathinaikos FC,2500.0,1.0,Left,1.0,2.0,RCB,2017,2019-01-01,6.0,170.0,5600.0,si,0
4036,243993,Enric Gallego,31,Spain,71,71,Extremadura UD,2100.0,6.0,Left,1.0,3.0,RS,2018,2020-01-01,6.166666666666667,192.0,3300.0,si,0
4037,169498,J. Garner,30,England,71,71,Wigan Athletic,2300.0,35.0,Right,1.0,3.0,ST,2018,2020-01-01,5.833333333333333,161.0,4300.0,si,0
4038,235290,K. Bonifazi,22,Italy,71,79,SPAL,3000.0,19.0,Right,1.0,2.0,CB,2016,2019-06-30,6.166666666666667,187.0,4585.06080634501,si,0
4039,192026,Souza,30,Brazil,71,71,Cerezo Osaka,1800.0,6.0,Right,1.0,3.0,LCM,2017,2021-01-01,6.0,165.0,2200.0,si,0
4040,209691,J. Adéoti,29,Benin,71,71,AJ Auxerre,1800.0,5.0,Right,1.0,2.0,LDM,2017,2020-01-01,6.0,179.0,3300.0,si,0
4041,214299,R. Caroca,28,Chile,71,71,Universidad de Chile,1900.0,8.0,Right,1.0,3.0,LDM,2017,2019-01-01,5.75,159.0,2700.0,si,0
4042,215067,D. Rosero Valencia,24,Colombia,71,78,Deportivo Cali,2800.0,2.0,Right,1.0,2.0,RCB,2016,2023-01-01,5.916666666666667,179.0,4600.0,no,7
4043,228124,M. Jonjić,27,Croatia,71,73,Cerezo Osaka,2300.0,6.0,Right,1.0,2.0,RCB,2017,2023-01-01,6.166666666666667,183.0,3100.0,no,6
4044,229404,A. Tarek,26,Egypt,71,74,Orlando City SC,2500.0,5.0,Left,1.0,2.0,CB,2018,2023-01-01,6.25,194.0,3900.0,no,5
4045,167452,O. Fink,36,Germany,71,71,Fortuna Düsseldorf,750.0,14.0,Right,1.0,2.0,CM,2009,2019-01-01,6.166666666666667,172.0,1400.0,si,0
4046,186140,F. Macheda,26,Italy,71,72,Panathinaikos FC,2800.0,1.0,Right,2.0,3.0,ST,2018,2021-01-01,6.0,161.0,6400.0,si,0
4047,192540,M. Duffy,32,England,71,71,Sheffield United,1800.0,10.0,Right,1.0,3.0,CAM,2016,2020-01-01,5.75,159.0,3500.0,si,0
4048,206109,Y. Chibsah,25,Ghana,71,74,Frosinone,2900.0,11.0,Right,1.0,3.0,RCM,2018,2021-01-01,5.833333333333333,172.0,5500.0,si,0
4049,211741,T. Schütz,30,Germany,71,71,DSC Arminia Bielefeld,1800.0,9.0,Right,1.0,2.0,LDM,2011,2020-01-01,5.916666666666667,165.0,2800.0,si,0
4050,238621,Rodrigo Becão,22,Brazil,71,80,PFC CSKA Moscow,3200.0,1.0,Right,1.0,2.0,RCB,2017,2019-01-01,6.25,174.0,7600.0,si,0
4051,245021,M. Loum,21,Senegal,71,79,Moreirense FC,3000.0,6.0,Right,1.0,2.0,CDM,2016,2019-06-30,6.166666666666667,176.0,4585.06080634501,si,0
4052,138782,D. Fletcher,34,Scotland,71,71,Stoke City,1200.0,26.0,Right,2.0,3.0,CM,2017,2019-01-01,6.0,183.0,2200.0,si,0
